,Year,Location,CigaretteSmokingPrevalence,TobaccoSmokingPrevalence,TobaccoUsePrevalance,MostSoldBrandCigaretteCurrency,MostSoldBrandCigarettePrice,rates,MostSoldUSD,Lat,Lng
225,2014,Brazil,17.2,15.2,19.2,BRL,5.75,0.184339,1.05994925,-14.235004,-51.92528
226,2012,Brazil,14.4,16.2,20.7,BRL,4.25,0.184339,0.78344075,-14.235004,-51.92528
227,2010,Brazil,15.3,17.3,22.3,BRL,3.25,0.184339,0.59910175,-14.235004,-51.92528
228,2008,Brazil,17.0,19.2,25.0,BRL,2.4,0.184339,0.4424136,-14.235004,-51.92528
229,2018,Cambodia,16.1,2.0,37.4,KHR,2000.0,0.000244,0.488,12.565679,104.990963
230,2016,Cambodia,2.1,2.3,40.1,KHR,2000.0,0.000244,0.488,12.565679,104.990963
231,2014,Cambodia,2.5,2.7,43.4,KHR,1800.0,0.000244,0.4392,12.565679,104.990963
232,2012,Cambodia,2.9,3.2,46.9,KHR,1700.0,0.000244,0.4148,12.565679,104.990963
233,2010,Cambodia,3.4,3.7,30.6,USD,0.33,1.0,0.33,12.565679,104.990963
234,2008,Cambodia,4.4,4.7,34.6,USD,0.3,1.0,0.3,12.565679,104.990963
235,2018,Chad,12.3,17.9,2.3,XAF,1000.0,0.001782,1.782,15.454166,18.732207
236,2016,Chad,12.4,17.9,2.6,XAF,750.0,0.001782,1.3365,15.454166,18.732207
237,2014,Chad,12.4,18.0,2.9,XAF,700.0,0.001782,1.2474,15.454166,18.732207
238,2012,Chad,12.3,17.9,21.9,XAF,500.0,0.001782,0.891,15.454166,18.732207
239,2010,Chad,12.4,18.0,22.2,XAF,500.0,0.001782,0.891,15.454166,18.732207
240,2008,Chad,12.5,10.0,22.6,XAF,500.0,0.001782,0.891,15.454166,18.732207
241,2018,Congo,12.2,12.7,2.0,XAF,650.0,0.001782,1.1583,21.7587,-4.0383
242,2016,Congo,11.3,12.0,2.1,XAF,650.0,0.001782,1.1583,21.7587,-4.0383
243,2014,Congo,10.6,11.4,2.3,XAF,600.0,0.001782,1.0692,21.7587,-4.0383
244,2012,Congo,19.0,10.9,2.5,XAF,500.0,0.001782,0.891,21.7587,-4.0383
245,2010,Congo,17.9,10.3,2.7,XAF,500.0,0.001782,0.891,21.7587,-4.0383
246,2008,Congo,16.2,18.1,22.2,XAF,500.0,0.001782,0.891,21.7587,-4.0383
247,2018,Canada,12.5,13.0,17.5,CAD,11.81,0.78862,9.3136022,56.130366,-106.346771
248,2016,Canada,13.6,14.1,19.1,CAD,10.29,0.78862,8.1148998,56.130366,-106.346771
249,2014,Canada,14.8,15.4,20.7,CAD,9.25,0.78862,7.294735,56.130366,-106.346771
250,2012,Canada,16.1,16.7,22.6,CAD,8.49,0.78862,6.6953838,56.130366,-106.346771
251,2010,Canada,17.6,18.2,24.7,CAD,8.68,0.78862,6.8452216,56.130366,-106.346771
252,2008,Canada,20.0,20.7,28.1,CAD,7.86,0.78862,6.1985532,56.130366,-106.346771
253,2018,Chile,34.5,44.7,44.7,CLP,2700.0,0.001248,3.3696,-35.675147,-71.542969
254,2016,Chile,35.0,45.5,45.5,CLP,2178.0,0.001248,2.718144,-35.675147,-71.542969
255,2014,Chile,35.7,46.2,46.2,CLP,1701.0,0.001248,2.122848,-35.675147,-71.542969
256,2012,Chile,36.4,47.2,47.2,CLP,1635.0,0.001248,2.04048,-35.675147,-71.542969
257,2010,Chile,37.1,48.3,48.3,CLP,1188.0,0.001248,1.482624,-35.675147,-71.542969
258,2008,Chile,38.3,49.6,49.6,CLP,1074.0,0.001248,1.340352,-35.675147,-71.542969
259,2018,China,22.6,24.7,24.7,CNY,14.07,0.154878,2.17913346,35.86166,104.195397
260,2016,China,23.2,25.1,25.1,CNY,12.84,0.154878,1.98863352,35.86166,104.195397
261,2014,China,23.4,25.5,25.5,CNY,11.61,0.154878,1.7981335799999998,35.86166,104.195397
262,2012,China,24.0,26.1,26.1,CNY,10.57,0.154878,1.6370604599999998,35.86166,104.195397
263,2010,China,24.4,26.6,26.6,CNY,7.57,0.154878,1.17242646,35.86166,104.195397
264,2008,China,25.0,27.3,27.3,CNY,6.44,0.154878,0.99741432,35.86166,104.195397
265,2018,Colombia,3.3,3.7,3.7,COP,4003.0,0.00026,1.0407799999999998,4.570868,-74.297333
266,2016,Colombia,3.7,4.1,4.1,COP,2726.0,0.00026,0.70876,4.570868,-74.297333
267,2014,Colombia,4.1,4.6,4.6,COP,2479.0,0.00026,0.6445399999999999,4.570868,-74.297333
268,2012,Colombia,4.6,14.9,14.9,COP,2269.0,0.00026,0.5899399999999999,4.570868,-74.297333
269,2010,Colombia,5.1,16.2,16.2,COP,1880.0,0.00026,0.4887999999999999,4.570868,-74.297333
270,2008,Colombia,15.9,17.9,17.9,COP,1769.0,0.00026,0.4599399999999999,4.570868,-74.297333
271,2018,Comoros,18.8,22.8,29.9,KMF,750.0,0.002373,1.7797500000000002,-11.6455,43.3333
272,2016,Comoros,19.2,23.3,20.9,KMF,750.0,0.002373,1.7797500000000002,-11.6455,43.3333
273,2014,Comoros,19.8,23.9,22.6,KMF,500.0,0.002373,1.1865,-11.6455,43.3333
274,2012,Comoros,20.3,24.6,24.4,KMF,500.0,0.002373,1.1865,-11.6455,43.3333
275,2010,Comoros,21.1,25.4,26.6,KMF,500.0,0.002373,1.1865,-11.6455,43.3333
276,2008,Comoros,22.0,26.5,30.4,KMF,500.0,0.002373,1.1865,-11.6455,43.3333
277,2018,Cook Islands,21.3,26.6,26.6,NZD,24.0,0.696079,16.705896,-21.236736,-159.777671
278,2016,Cook Islands,22.4,28.0,28.0,NZD,21.7,0.696079,15.1049143,-21.236736,-159.777671
279,2014,Cook Islands,23.6,29.5,29.5,NZD,19.0,0.696079,13.225501,-21.236736,-159.777671
280,2012,Cook Islands,24.9,31.1,31.1,NZD,12.0,0.696079,8.352948,-21.236736,-159.777671
281,2010,Cook Islands,26.3,32.7,32.7,NZD,8.2,0.696079,5.7078478,-21.236736,-159.777671
282,2008,Cook Islands,28.6,35.7,35.7,NZD,8.2,0.696079,5.7078478,-21.236736,-159.777671
283,2018,New Zealand,14.0,14.8,14.8,NZD,23.9,0.696079,16.636288099999998,-40.900557,174.885971
284,2016,New Zealand,15.2,16.0,16.0,NZD,21.6,0.696079,15.0353064,-40.900557,174.885971
285,2014,New Zealand,16.4,17.3,17.3,NZD,17.0,0.696079,11.833343,-40.900557,174.885971
286,2012,New Zealand,17.6,18.6,18.6,NZD,14.5,0.696079,10.0931455,-40.900557,174.885971
287,2010,New Zealand,19.1,20.1,20.1,NZD,10.0,0.696079,6.96079,-40.900557,174.885971
288,2008,New Zealand,21.5,22.5,22.5,NZD,10.0,0.696079,6.96079,-40.900557,174.885971
289,2018,Costa Rica,4.5,5.0,5.0,CRC,1900.0,0.001599,3.0381,9.748917,-83.753428
290,2016,Costa Rica,4.9,15.6,15.6,CRC,1700.0,0.001599,2.7183,9.748917,-83.753428
291,2014,Costa Rica,14.9,16.7,16.7,CRC,1600.0,0.001599,2.5584,9.748917,-83.753428
292,2012,Costa Rica,15.9,17.7,17.7,CRC,1300.0,0.001599,2.0787,9.748917,-83.753428
293,2010,Costa Rica,17.0,19.0,19.0,CRC,800.0,0.001599,1.2792,9.748917,-83.753428
294,2008,Costa Rica,18.7,20.8,20.8,CRC,750.0,0.001599,1.19925,9.748917,-83.753428
295,2018,Croatia,33.1,36.6,36.6,HRK,25.0,0.155857,3.896425,45.1,15.2000001
296,2016,Croatia,32.7,36.3,36.3,HRK,24.0,0.155857,3.740568,45.1,15.2000001
297,2014,Croatia,32.4,36.1,36.1,HRK,23.0,0.155857,3.584711,45.1,15.2000001
298,2012,Croatia,32.2,35.8,35.8,HRK,20.0,0.155857,3.11714,45.1,15.2000001
299,2010,Croatia,32.2,35.6,35.6,HRK,18.0,0.155857,2.805426,45.1,15.2000001
300,2008,Croatia,31.8,35.3,35.3,HRK,15.0,0.155857,2.337855,45.1,15.2000001
301,2018,Cuba,19.4,27.1,27.1,CUP,12.5,0.038857,0.4857125,21.521757,-77.781167
302,2016,Cuba,20.6,28.6,28.6,CUP,7.0,0.038857,0.271999,21.521757,-77.781167
303,2014,Cuba,21.8,30.4,30.4,CUP,7.0,0.038857,0.271999,21.521757,-77.781167
304,2012,Cuba,23.3,32.3,32.3,CUP,7.0,0.038857,0.271999,21.521757,-77.781167
305,2008,Cuba,27.3,37.8,37.8,CUP,7.0,0.038857,0.271999,21.521757,-77.781167
306,2018,Czechia,26.9,31.5,31.5,CZK,94.0,0.045853,4.310182,49.81749199999999,15.472962
307,2016,Czechia,27.1,31.9,31.9,CZK,84.0,0.045853,3.851652,49.81749199999999,15.472962
308,2014,Czechia,27.4,32.2,32.2,CZK,72.0,0.045853,3.301416,49.81749199999999,15.472962
309,2012,Czechia,27.7,32.5,32.5,CZK,68.0,0.045853,3.118004,49.81749199999999,15.472962
310,2010,Czechia,28.0,32.9,32.9,CZK,63.0,0.045853,2.888739,49.81749199999999,15.472962
311,2008,Czechia,28.4,33.4,33.4,CZK,53.0,0.045853,2.430209,49.81749199999999,15.472962
312,2018,Democratic People's Republic of Korea,15.5,18.8,18.8,KPW,229.0,0.001112,0.254648,127.5101,40.3399
313,2016,Democratic People's Republic of Korea,15.7,19.0,19.0,KPW,216.5,0.001112,0.240748,127.5101,40.3399
314,2014,Democratic People's Republic of Korea,16.0,19.2,19.2,KPW,197.1,0.001112,0.2191752,127.5101,40.3399
315,2008,Democratic People's Republic of Korea,16.8,20.3,20.3,KPW,20.0,0.001112,0.02224,127.5101,40.3399
316,2018,Denmark,16.8,18.6,18.6,DKK,44.5,0.157227,6.996601500000001,56.26392,9.501785
317,2016,Denmark,18.2,20.0,20.0,DKK,44.0,0.157227,6.917988,56.26392,9.501785
318,2014,Denmark,19.6,21.6,21.6,DKK,44.0,0.157227,6.917988,56.26392,9.501785
319,2012,Denmark,21.2,23.4,23.4,DKK,40.0,0.157227,6.28908,56.26392,9.501785
320,2010,Denmark,23.0,25.3,25.3,DKK,37.0,0.157227,5.817399,56.26392,9.501785
321,2008,Denmark,25.8,28.5,28.5,DKK,32.0,0.157227,5.031264,56.26392,9.501785
322,2018,Dominican Republic,4.8,7.5,7.5,DOP,200.0,0.017748,3.5496,18.735693,-70.162651
323,2016,Dominican Republic,5.3,12.0,12.0,DOP,150.0,0.017748,2.6622,18.735693,-70.162651
324,2014,Dominican Republic,5.8,12.9,12.9,DOP,150.0,0.017748,2.6622,18.735693,-70.162651
325,2012,Dominican Republic,6.3,13.8,13.8,DOP,130.0,0.017748,2.30724,18.735693,-70.162651
326,2010,Dominican Republic,7.0,12.6,12.6,DOP,120.0,0.017748,2.12976,18.735693,-70.162651
327,2008,Dominican Republic,13.6,14.3,14.3,DOP,100.0,0.017748,1.7748,18.735693,-70.162651
328,2018,Egypt,18.2,21.3,21.4,EGP,16.0,0.06371,1.01936,26.820553,30.802498
329,2016,Egypt,17.8,21.3,21.3,EGP,10.0,0.06371,0.6371,26.820553,30.802498
330,2014,Egypt,17.4,21.3,21.3,EGP,8.0,0.06371,0.50968,26.820553,30.802498
331,2012,Egypt,17.1,21.1,21.1,EGP,6.0,0.06371,0.38226,26.820553,30.802498
332,2010,Egypt,16.7,21.2,21.2,EGP,4.0,0.06371,0.25484,26.820553,30.802498
333,2008,Egypt,16.2,21.3,21.3,EGP,2.75,0.06371,0.1752025,26.820553,30.802498
334,2018,El Salvador,15.3,18.4,2.5,USD,2.89,1.0,2.89,13.794185,-88.89653
335,2016,El Salvador,15.9,19.1,2.7,USD,2.0,1.0,2.0,13.794185,-88.89653
336,2014,El Salvador,2.0,19.9,2.9,USD,2.0,1.0,2.0,13.794185,-88.89653
337,2012,El Salvador,2.1,2.7,25.8,USD,1.95,1.0,1.95,13.794185,-88.89653
338,2010,El Salvador,18.2,2.9,26.9,USD,1.75,1.0,1.75,13.794185,-88.89653
339,2008,El Salvador,19.4,23.1,28.6,USD,1.4,1.0,1.4,13.794185,-88.89653
340,2018,Palau,22.7,28.5,23.7,USD,6.85,1.0,6.85,7.514979999999999,134.58252
341,2016,Palau,23.3,29.2,24.7,USD,6.75,1.0,6.75,7.514979999999999,134.58252
342,2014,Palau,23.9,29.7,25.7,USD,5.25,1.0,5.25,7.514979999999999,134.58252
343,2012,Palau,24.4,20.4,26.6,USD,3.5,1.0,3.5,7.514979999999999,134.58252
344,2010,Palau,25.2,21.1,27.7,USD,3.5,1.0,3.5,7.514979999999999,134.58252
345,2008,Palau,26.3,22.2,29.5,USD,3.5,1.0,3.5,7.514979999999999,134.58252
346,2018,Zimbabwe,11.1,13.9,13.9,USD,1.75,1.0,1.75,-19.015438,29.154857
347,2016,Zimbabwe,11.4,14.3,14.3,USD,1.75,1.0,1.75,-19.015438,29.154857
348,2014,Zimbabwe,11.7,14.7,14.7,USD,1.3,1.0,1.3,-19.015438,29.154857
349,2012,Zimbabwe,12.1,15.2,15.2,USD,1.0,1.0,1.0,-19.015438,29.154857
350,2010,Zimbabwe,12.4,15.6,15.6,USD,0.5,1.0,0.5,-19.015438,29.154857
351,2008,Zimbabwe,12.9,2.1,2.1,USD,0.4,1.0,0.4,-19.015438,29.154857
352,2018,Fiji,34.6,26.7,26.7,FJD,14.2,0.476915,6.772193,-17.713371,178.065032
353,2016,Fiji,35.1,27.1,27.1,FJD,12.0,0.476915,5.72298,-17.713371,178.065032
354,2014,Fiji,35.8,27.7,27.7,FJD,7.8,0.476915,3.719937,-17.713371,178.065032
355,2012,Fiji,36.5,28.5,28.5,FJD,7.2,0.476915,3.433788,-17.713371,178.065032
356,2008,Fiji,24.4,29.9,29.9,FJD,4.6,0.476915,2.193809,-17.713371,178.065032
357,2018,Gambia,11.4,15.2,14.4,GMD,60.0,0.019428,1.16568,-15.3101,13.4432
358,2016,Gambia,11.8,15.7,15.0,GMD,40.0,0.019428,0.77712,-15.3101,13.4432
359,2014,Gambia,12.1,16.1,15.7,GMD,30.0,0.019428,0.58284,-15.3101,13.4432
360,2012,Gambia,12.4,16.6,2.1,GMD,15.0,0.019428,0.29142,-15.3101,13.4432
361,2010,Gambia,12.9,17.1,2.4,GMD,10.0,0.019428,0.19428,-15.3101,13.4432
362,2008,Gambia,13.5,18.0,2.8,GMD,10.0,0.019428,0.19428,-15.3101,13.4432
363,2018,Georgia,4.8,5.2,5.2,GEL,3.7,0.321734,1.1904158,43.3569,42.3154
364,2016,Georgia,4.9,5.3,5.3,GEL,2.5,0.321734,0.804335,43.3569,42.3154
365,2014,Georgia,5.0,5.4,5.4,GEL,2.2,0.321734,0.7078148000000001,43.3569,42.3154
366,2012,Georgia,5.0,5.5,5.5,GEL,1.9,0.321734,0.6112946,43.3569,42.3154
367,2010,Georgia,5.2,5.6,5.6,GEL,1.8,0.321734,0.5791212,43.3569,42.3154
368,2008,Georgia,5.3,5.7,5.7,GEL,1.8,0.321734,0.5791212,43.3569,42.3154
369,2018,Ghana,2.6,3.5,3.7,GHS,4.99,0.165981,0.82824519,7.946527,-1.023194
370,2016,Ghana,2.8,3.7,3.9,GHS,4.99,0.165981,0.82824519,7.946527,-1.023194
371,2014,Ghana,2.9,3.9,4.1,GHS,2.5,0.165981,0.4149524999999999,7.946527,-1.023194
372,2012,Ghana,3.1,4.1,4.4,GHS,2.0,0.165981,0.331962,7.946527,-1.023194
373,2010,Ghana,3.3,4.4,4.7,GHS,2.0,0.165981,0.331962,7.946527,-1.023194
374,2008,Ghana,3.6,4.8,5.1,GHS,1.5,0.165981,0.2489714999999999,7.946527,-1.023194
375,2018,Guyana,2.2,2.2,2.2,GYD,380.0,0.004788,1.81944,4.860416,-58.93018
376,2016,Guyana,2.4,2.4,2.4,GYD,350.0,0.004788,1.6758,4.860416,-58.93018
377,2014,Guyana,2.7,2.7,2.7,GYD,300.0,0.004788,1.4364,4.860416,-58.93018
378,2012,Guyana,2.9,2.9,2.9,GYD,300.0,0.004788,1.4364,4.860416,-58.93018
379,2010,Guyana,3.2,3.2,3.2,GYD,300.0,0.004788,1.4364,4.860416,-58.93018
380,2008,Guyana,3.8,3.8,3.8,GYD,240.0,0.004788,1.14912,4.860416,-58.93018
381,2018,Iceland,11.0,13.8,13.8,ISK,1359.0,0.0078,10.6002,64.963051,-19.020835
382,2016,Iceland,11.9,15.0,15.0,ISK,1271.0,0.0078,9.9138,64.963051,-19.020835
383,2014,Iceland,13.0,16.4,16.4,ISK,1219.0,0.0078,9.5082,64.963051,-19.020835
384,2012,Iceland,14.1,17.8,17.8,ISK,998.0,0.0078,7.7844,64.963051,-19.020835
385,2010,Iceland,15.4,19.4,19.4,ISK,900.0,0.0078,7.02,64.963051,-19.020835
386,2008,Iceland,17.6,22.1,22.1,ISK,665.0,0.0078,5.186999999999999,64.963051,-19.020835
387,2018,India,12.1,11.8,27.0,INR,190.0,0.013485,2.56215,20.593684,78.96288
388,2016,India,12.2,12.1,28.8,INR,158.0,0.013485,2.13063,20.593684,78.96288
389,2014,India,12.4,2.1,30.6,INR,138.0,0.013485,1.86093,20.593684,78.96288
390,2012,India,12.5,2.6,32.6,INR,98.0,0.013485,1.32153,20.593684,78.96288
391,2010,India,12.7,23.3,34.8,INR,70.0,0.013485,0.94395,20.593684,78.96288
392,2008,India,13.0,23.8,38.5,INR,58.0,0.013485,0.78213,20.593684,78.96288
393,2018,Indonesia,31.1,31.1,5.3,IDR,26250.0,7e-05,1.8375,-0.789275,113.921327
394,2016,Indonesia,30.9,30.9,6.0,IDR,21667.0,7e-05,1.51669,-0.789275,113.921327
395,2014,Indonesia,30.8,30.8,6.8,IDR,18333.0,7e-05,1.28331,-0.789275,113.921327
396,2012,Indonesia,30.8,30.8,69.3,IDR,16667.0,7e-05,1.16669,-0.789275,113.921327
397,2010,Indonesia,30.8,30.8,68.7,IDR,13125.0,7e-05,0.91875,-0.789275,113.921327
398,2008,Indonesia,30.7,30.7,39.3,IDR,12500.0,7e-05,0.8749999999999999,-0.789275,113.921327
399,2018,Iran (Islamic Republic of),16.6,10.6,24.6,IRR,45000.0,2.4e-05,1.08,53.688,32.4279
400,2016,Iran (Islamic Republic of),17.5,11.2,25.5,IRR,18000.0,2.4e-05,0.432,53.688,32.4279
401,2014,Iran (Islamic Republic of),18.1,11.7,26.6,IRR,15000.0,2.4e-05,0.36,53.688,32.4279
402,2012,Iran (Islamic Republic of),10.0,2.1,27.7,IRR,12000.0,2.4e-05,0.288,53.688,32.4279
403,2010,Iran (Islamic Republic of),10.5,2.4,28.9,IRR,4739.0,2.4e-05,0.113736,53.688,32.4279
404,2008,Iran (Islamic Republic of),11.3,25.1,30.7,IRR,4739.0,2.4e-05,0.113736,53.688,32.4279
405,2018,Iraq,14.2,2.4,3.6,IQD,500.0,0.000685,0.3424999999999999,33.223191,43.679291
406,2016,Iraq,14.4,2.8,3.9,IQD,500.0,0.000685,0.3424999999999999,33.223191,43.679291
407,2014,Iraq,14.7,3.2,4.3,IQD,500.0,0.000685,0.3424999999999999,33.223191,43.679291
408,2012,Iraq,2.1,3.7,4.7,IQD,500.0,0.000685,0.3424999999999999,33.223191,43.679291
409,2010,Iraq,2.5,36.3,43.1,IQD,500.0,0.000685,0.3424999999999999,33.223191,43.679291
410,2008,Iraq,28.8,37.1,44.4,IQD,500.0,0.000685,0.3424999999999999,33.223191,43.679291
411,2018,Israel,21.7,25.5,25.5,ILS,36.0,0.311685,11.22066,31.046051,34.851612
412,2016,Israel,22.3,26.0,26.0,ILS,35.6,0.311685,11.095986,31.046051,34.851612
413,2014,Israel,22.7,26.6,26.6,ILS,30.0,0.311685,9.35055,31.046051,34.851612
414,2012,Israel,23.2,27.2,27.2,ILS,23.0,0.311685,7.168755,31.046051,34.851612
415,2010,Israel,23.7,27.8,27.8,ILS,21.0,0.311685,6.545385,31.046051,34.851612
416,2008,Israel,24.6,28.7,28.7,ILS,19.0,0.311685,5.922015,31.046051,34.851612
417,2018,Jamaica,3.4,17.7,17.7,JMD,1223.0,0.006768,8.277263999999999,18.109581,-77.297508
418,2016,Jamaica,3.7,18.7,18.7,JMD,990.3,0.006768,6.702350399999999,18.109581,-77.297508
419,2014,Jamaica,15.9,19.7,19.7,JMD,800.0,0.006768,5.4144,18.109581,-77.297508
420,2012,Jamaica,16.9,20.8,20.8,JMD,660.0,0.006768,4.46688,18.109581,-77.297508
421,2010,Jamaica,17.8,22.1,22.1,JMD,580.0,0.006768,3.92544,18.109581,-77.297508
422,2008,Jamaica,19.4,24.0,24.0,JMD,405.0,0.006768,2.74104,18.109581,-77.297508
423,2018,Japan,21.1,21.9,21.9,JPY,440.0,0.00897,3.9468,36.204824,138.252924
424,2016,Japan,22.1,22.8,22.8,JPY,440.0,0.00897,3.9468,36.204824,138.252924
425,2014,Japan,23.1,23.9,23.9,JPY,430.0,0.00897,3.8571,36.204824,138.252924
426,2012,Japan,24.2,25.1,25.1,JPY,410.0,0.00897,3.6777,36.204824,138.252924
427,2010,Japan,25.4,26.4,26.4,JPY,300.0,0.00897,2.6910000000000003,36.204824,138.252924
428,2008,Japan,27.2,28.3,28.3,JPY,300.0,0.00897,2.6910000000000003,36.204824,138.252924
429,2018,Kazakhstan,39.2,42.2,42.2,KZT,360.0,0.002355,0.8478,48.019573,66.923684
430,2016,Kazakhstan,40.5,43.7,43.7,KZT,290.0,0.002355,0.68295,48.019573,66.923684
431,2014,Kazakhstan,41.8,45.0,45.0,KZT,210.0,0.002355,0.49455,48.019573,66.923684
432,2012,Kazakhstan,42.9,46.3,46.3,KZT,130.0,0.002355,0.30615,48.019573,66.923684
433,2010,Kazakhstan,44.5,47.8,47.8,KZT,100.0,0.002355,0.2355,48.019573,66.923684
434,2008,Kazakhstan,46.8,50.1,50.1,KZT,90.0,0.002355,0.21195,48.019573,66.923684
435,2018,Kuwait,15.0,2.1,3.4,KWD,0.85,3.319902,2.8219167,29.31166,47.481766
436,2016,Kuwait,15.0,2.4,3.6,KWD,0.75,3.319902,2.4899265,29.31166,47.481766
437,2014,Kuwait,15.1,2.7,3.9,KWD,0.75,3.319902,2.4899265,29.31166,47.481766
438,2012,Kuwait,15.2,3.0,4.2,KWD,0.65,3.319902,2.1579363,29.31166,47.481766
439,2010,Kuwait,15.4,3.4,4.5,KWD,0.47,3.319902,1.56035394,29.31166,47.481766
440,2008,Kuwait,2.3,37.0,43.6,KWD,0.47,3.319902,1.56035394,29.31166,47.481766
441,2018,Kyrgyzstan,23.3,3.4,3.4,KGS,66.0,0.011799,0.778734,41.20438,74.766098
442,2016,Kyrgyzstan,3.0,3.5,3.5,KGS,55.0,0.011799,0.648945,41.20438,74.766098
443,2014,Kyrgyzstan,3.1,3.7,3.7,KGS,35.0,0.011799,0.412965,41.20438,74.766098
444,2012,Kyrgyzstan,3.3,3.8,3.8,KGS,24.0,0.011799,0.283176,41.20438,74.766098
445,2010,Kyrgyzstan,3.4,4.0,4.0,KGS,23.0,0.011799,0.271377,41.20438,74.766098
446,2008,Kyrgyzstan,3.7,4.3,4.3,KGS,22.0,0.011799,0.259578,41.20438,74.766098
447,2018,Lao People's Democratic Republic,39.9,48.4,37.8,LAK,7000.0,0.000101,0.707,102.4955,19.8563
448,2016,Lao People's Democratic Republic,41.5,50.3,39.9,LAK,7000.0,0.000101,0.707,102.4955,19.8563
449,2014,Lao People's Democratic Republic,43.3,52.4,42.2,LAK,8000.0,0.000101,0.808,102.4955,19.8563
450,2012,Lao People's Democratic Republic,45.2,54.7,44.4,LAK,6000.0,0.000101,0.606,102.4955,19.8563
451,2010,Lao People's Democratic Republic,47.1,33.8,47.0,LAK,5000.0,0.000101,0.505,102.4955,19.8563
452,2008,Lao People's Democratic Republic,50.2,36.6,51.1,LAK,5000.0,0.000101,0.505,102.4955,19.8563
453,2018,Lebanon,25.9,34.0,42.6,LBP,3500.0,0.000659,2.3065,33.854721,35.862285
454,2016,Lebanon,26.5,34.0,42.6,LBP,3250.0,0.000659,2.14175,33.854721,35.862285
455,2014,Lebanon,27.0,34.0,42.7,LBP,3250.0,0.000659,2.14175,33.854721,35.862285
456,2012,Lebanon,27.7,34.1,42.9,LBP,2750.0,0.000659,1.81225,33.854721,35.862285
457,2010,Lebanon,28.3,34.1,42.9,LBP,2250.0,0.000659,1.48275,33.854721,35.862285
458,2008,Lebanon,29.6,34.4,43.3,LBP,2000.0,0.000659,1.3179999999999998,33.854721,35.862285
