,Year,Location,CigaretteSmokingPrevalence,TobaccoSmokingPrevalence,TobaccoUsePrevalance,MostSoldBrandCigaretteCurrency,MostSoldBrandCigarettePrice,rates,MostSoldUSD,Lat,Lng
459,2018,Madagascar,14.7,20.6,28.9,MGA,4000.0,0.000252,1.008,-18.766947,46.869107
460,2016,Madagascar,15.1,21.0,30.0,MGA,4000.0,0.000252,1.008,-18.766947,46.869107
461,2014,Madagascar,15.3,21.4,31.2,MGA,3000.0,0.000252,0.756,-18.766947,46.869107
462,2012,Madagascar,15.6,21.7,32.5,MGA,2000.0,0.000252,0.504,-18.766947,46.869107
463,2010,Madagascar,15.8,22.2,34.0,MGA,2000.0,0.000252,0.504,-18.766947,46.869107
464,2008,Madagascar,16.4,22.7,36.5,MGA,1400.0,0.000252,0.3528,-18.766947,46.869107
465,2018,Mauritius,3.2,3.7,48.3,MUR,145.0,0.023443,3.399235,-20.348404,57.55215200000001
466,2016,Mauritius,3.3,3.8,49.1,MUR,130.0,0.023443,3.04759,-20.348404,57.55215200000001
467,2014,Mauritius,3.4,3.9,49.9,MUR,125.0,0.023443,2.930375,-20.348404,57.55215200000001
468,2012,Mauritius,3.4,4.0,50.9,MUR,105.0,0.023443,2.461515,-20.348404,57.55215200000001
469,2010,Mauritius,3.5,4.1,52.2,MUR,75.0,0.023443,1.758225,-20.348404,57.55215200000001
470,2008,Mauritius,3.6,4.2,54.1,MUR,65.0,0.023443,1.523795,-20.348404,57.55215200000001
471,2018,Mexico,19.7,21.2,21.2,MXN,50.0,0.049186,2.4593,23.634501,-102.552784
472,2016,Mexico,20.7,22.5,22.5,MXN,47.39,0.049186,2.3309245400000003,23.634501,-102.552784
473,2014,Mexico,21.9,23.8,23.8,MXN,45.0,0.049186,2.21337,23.634501,-102.552784
474,2012,Mexico,23.2,25.2,25.2,MXN,40.0,0.049186,1.96744,23.634501,-102.552784
475,2010,Mexico,24.6,26.7,26.7,MXN,30.0,0.049186,1.47558,23.634501,-102.552784
476,2008,Mexico,26.7,29.0,29.0,MXN,28.0,0.049186,1.377208,23.634501,-102.552784
477,2018,Mongolia,36.8,45.3,49.1,MNT,2000.0,0.000352,0.704,46.862496,103.846656
478,2016,Mongolia,37.8,46.3,50.2,MNT,1700.0,0.000352,0.5983999999999999,46.862496,103.846656
479,2014,Mongolia,38.8,47.7,52.0,MNT,1600.0,0.000352,0.5632,46.862496,103.846656
480,2012,Mongolia,39.7,48.6,53.7,MNT,800.0,0.000352,0.2816,46.862496,103.846656
481,2010,Mongolia,40.8,49.8,55.5,MNT,800.0,0.000352,0.2816,46.862496,103.846656
482,2008,Mongolia,42.6,52.2,57.6,MNT,500.0,0.000352,0.176,46.862496,103.846656
483,2018,Morocco,11.7,13.8,14.7,MAD,20.5,0.110998,2.275459,31.791702,-7.092619999999999
484,2016,Morocco,12.1,14.4,15.5,MAD,20.5,0.110998,2.275459,31.791702,-7.092619999999999
485,2014,Morocco,12.7,15.0,16.4,MAD,19.5,0.110998,2.164461,31.791702,-7.092619999999999
486,2012,Morocco,13.2,15.7,17.1,MAD,17.5,0.110998,1.942465,31.791702,-7.092619999999999
487,2010,Morocco,13.8,16.4,18.0,MAD,17.5,0.110998,1.942465,31.791702,-7.092619999999999
488,2008,Morocco,14.8,17.4,19.4,MAD,17.5,0.110998,1.942465,31.791702,-7.092619999999999
489,2018,Mozambique,11.3,26.7,23.4,MZN,50.0,0.015681,0.78405,-18.665695,35.529562
490,2016,Mozambique,11.8,28.0,24.9,MZN,35.0,0.015681,0.548835,-18.665695,35.529562
491,2014,Mozambique,12.3,29.3,26.7,MZN,30.0,0.015681,0.47043,-18.665695,35.529562
492,2012,Mozambique,2.0,30.7,28.6,MZN,25.0,0.015681,0.392025,-18.665695,35.529562
493,2010,Mozambique,2.1,32.0,30.5,MZN,20.0,0.015681,0.31362,-18.665695,35.529562
494,2008,Mozambique,2.3,34.5,33.7,MZN,15.0,0.015681,0.235215,-18.665695,35.529562
495,2018,Namibia,23.1,34.2,28.4,NAD,50.0,0.066971,3.3485500000000004,-22.95764,18.49041
496,2016,Namibia,22.9,33.7,28.2,NAD,44.0,0.066971,2.946724,-22.95764,18.49041
497,2014,Namibia,22.6,33.2,28.1,NAD,40.0,0.066971,2.67884,-22.95764,18.49041
498,2012,Namibia,22.2,21.4,19.6,NAD,29.49,0.066971,1.97497479,-22.95764,18.49041
499,2010,Namibia,21.9,21.5,20.4,NAD,26.95,0.066971,1.80486845,-22.95764,18.49041
500,2008,Namibia,21.5,21.8,21.9,NAD,23.0,0.066971,1.540333,-22.95764,18.49041
501,2018,Norway,14.6,18.4,13.0,NOK,117.8,0.115529,13.6093162,60.47202399999999,8.468945999999999
502,2016,Norway,16.1,20.2,14.1,NOK,108.6,0.115529,12.5464494,60.47202399999999,8.468945999999999
503,2014,Norway,17.7,22.2,15.4,NOK,97.9,0.115529,11.310289100000002,60.47202399999999,8.468945999999999
504,2012,Norway,19.4,24.4,16.7,NOK,87.5,0.115529,10.1087875,60.47202399999999,8.468945999999999
505,2010,Norway,21.3,26.8,18.2,NOK,81.0,0.115529,9.357849,60.47202399999999,8.468945999999999
506,2008,Norway,24.5,30.8,20.7,NOK,71.0,0.115529,8.202559,60.47202399999999,8.468945999999999
507,2018,Oman,11.5,15.2,18.5,OMR,1.2,2.593841,3.1126092,21.4735329,55.975413
508,2016,Oman,11.4,15.0,18.5,OMR,1.0,2.593841,2.593841,21.4735329,55.975413
509,2014,Oman,11.2,14.8,18.3,OMR,0.9,2.593841,2.3344569,21.4735329,55.975413
510,2012,Oman,11.0,14.6,18.2,OMR,0.9,2.593841,2.3344569,21.4735329,55.975413
511,2010,Oman,10.9,14.4,18.2,OMR,0.65,2.593841,1.68599665,21.4735329,55.975413
512,2008,Oman,10.7,14.2,18.1,OMR,0.6,2.593841,1.5563045999999998,21.4735329,55.975413
513,2018,Pakistan,2.2,3.0,33.6,PKR,48.0,0.005879,0.282192,30.375321,69.34511599999999
514,2016,Pakistan,2.5,3.4,35.8,PKR,67.0,0.005879,0.393893,30.375321,69.34511599999999
515,2014,Pakistan,2.8,3.8,37.9,PKR,47.0,0.005879,0.276313,30.375321,69.34511599999999
516,2012,Pakistan,28.8,37.7,40.4,PKR,33.0,0.005879,0.1940069999999999,30.375321,69.34511599999999
517,2010,Pakistan,28.8,37.7,27.1,PKR,28.1,0.005879,0.1651999,30.375321,69.34511599999999
518,2008,Pakistan,28.9,37.6,30.7,PKR,18.4,0.005879,0.1081735999999999,30.375321,69.34511599999999
519,2018,Panama,5.0,5.7,2.7,PAB,4.5,0.999784,4.499028,8.537981,-80.782127
520,2016,Panama,5.5,2.3,3.0,PAB,4.25,0.999784,4.249082,8.537981,-80.782127
521,2014,Panama,2.2,2.5,3.2,PAB,4.25,0.999784,4.249082,8.537981,-80.782127
522,2012,Panama,2.4,2.8,3.6,PAB,3.73,0.999784,3.72919432,8.537981,-80.782127
523,2010,Panama,2.7,3.1,16.4,USD,3.25,1.0,3.25,8.537981,-80.782127
524,2008,Panama,3.1,16.5,19.1,USD,1.96,1.0,1.96,8.537981,-80.782127
525,2018,Paraguay,17.3,20.8,20.8,PYG,2000.0,0.000146,0.292,-23.442503,-58.443832
526,2016,Paraguay,18.9,22.6,22.6,PYG,2000.0,0.000146,0.292,-23.442503,-58.443832
527,2014,Paraguay,20.4,24.6,24.6,PYG,1500.0,0.000146,0.219,-23.442503,-58.443832
528,2012,Paraguay,22.2,26.7,26.7,PYG,1500.0,0.000146,0.219,-23.442503,-58.443832
529,2010,Paraguay,24.2,29.1,29.1,PYG,1300.0,0.000146,0.1898,-23.442503,-58.443832
530,2008,Paraguay,27.5,32.9,32.9,PYG,1000.0,0.000146,0.146,-23.442503,-58.443832
531,2018,Peru,3.1,3.6,3.6,PEN,16.0,0.24239,3.87824,-9.189967,-75.015152
532,2016,Peru,16.4,17.9,17.9,PEN,10.5,0.24239,2.545095,-9.189967,-75.015152
533,2014,Peru,18.7,20.4,20.4,PEN,6.2,0.24239,1.502818,-9.189967,-75.015152
534,2012,Peru,21.4,23.4,23.4,PEN,5.2,0.24239,1.260428,-9.189967,-75.015152
535,2010,Peru,24.5,26.8,26.8,PEN,4.5,0.24239,1.090755,-9.189967,-75.015152
536,2008,Peru,30.2,33.0,33.0,PEN,4.0,0.24239,0.96956,-9.189967,-75.015152
537,2018,Philippines,37.7,41.6,41.6,PHP,57.75,0.019612,1.132593,12.879721,121.774017
538,2016,Philippines,39.0,42.7,42.7,PHP,40.5,0.019612,0.794286,12.879721,121.774017
539,2014,Philippines,40.5,44.3,44.3,PHP,26.75,0.019612,0.524621,12.879721,121.774017
540,2012,Philippines,42.0,46.0,46.0,PHP,15.0,0.019612,0.29418,12.879721,121.774017
541,2010,Philippines,43.6,47.8,47.8,PHP,13.95,0.019612,0.2735874,12.879721,121.774017
542,2008,Philippines,46.0,30.5,30.5,PHP,12.23,0.019612,0.23985476,12.879721,121.774017
543,2018,Poland,24.3,26.0,26.0,PLN,15.5,0.252176,3.908728,51.919438,19.145136
544,2016,Poland,25.4,27.4,27.4,PLN,14.7,0.252176,3.7069872,51.919438,19.145136
545,2014,Poland,26.7,28.6,28.6,PLN,13.7,0.252176,3.4548112,51.919438,19.145136
546,2012,Poland,28.0,30.1,30.1,PLN,11.6,0.252176,2.9252416,51.919438,19.145136
547,2010,Poland,29.4,31.6,31.6,PLN,7.95,0.252176,2.0047992000000003,51.919438,19.145136
548,2008,Poland,31.8,34.1,34.1,PLN,5.75,0.252176,1.450012,51.919438,19.145136
549,2018,Qatar,10.2,11.8,14.0,QAR,10.0,0.276283,2.76283,25.354826,51.183884
550,2016,Qatar,10.2,11.9,14.1,QAR,10.0,0.276283,2.76283,25.354826,51.183884
551,2014,Qatar,10.1,12.0,14.3,QAR,10.0,0.276283,2.76283,25.354826,51.183884
552,2012,Qatar,10.1,12.3,14.3,QAR,9.0,0.276283,2.486547,25.354826,51.183884
553,2010,Qatar,10.1,12.4,14.5,QAR,6.0,0.276283,1.657698,25.354826,51.183884
554,2008,Qatar,10.1,12.7,14.9,QAR,6.0,0.276283,1.657698,25.354826,51.183884
555,2018,Republic of Korea,36.2,38.2,38.2,KRW,4500.0,0.000842,3.789,127.7669,35.9078
556,2016,Republic of Korea,38.1,40.5,40.5,KRW,4500.0,0.000842,3.789,127.7669,35.9078
557,2014,Republic of Korea,40.3,42.7,42.7,KRW,2500.0,0.000842,2.105,127.7669,35.9078
558,2012,Republic of Korea,42.6,45.2,45.2,KRW,2500.0,0.000842,2.105,127.7669,35.9078
559,2010,Republic of Korea,45.0,47.4,47.4,KRW,2500.0,0.000842,2.105,127.7669,35.9078
560,2008,Republic of Korea,48.9,51.7,51.7,KRW,2500.0,0.000842,2.105,127.7669,35.9078
561,2018,Republic of Moldova,40.1,44.6,44.6,MDL,28.0,0.056758,1.5892240000000002,28.3699,47.4116
562,2016,Republic of Moldova,40.1,44.3,44.3,MDL,20.0,0.056758,1.13516,28.3699,47.4116
563,2014,Republic of Moldova,40.0,44.2,44.2,MDL,15.0,0.056758,0.8513700000000001,28.3699,47.4116
564,2012,Republic of Moldova,39.6,44.2,44.2,MDL,13.0,0.056758,0.737854,28.3699,47.4116
565,2010,Republic of Moldova,39.6,44.0,44.0,MDL,9.0,0.056758,0.510822,28.3699,47.4116
566,2008,Republic of Moldova,39.3,43.8,43.8,MDL,6.0,0.056758,0.340548,28.3699,47.4116
567,2018,Romania,22.8,25.5,25.5,RON,17.5,0.236175,4.1330625,45.943161,24.96676
568,2016,Romania,24.1,26.8,26.8,RON,16.0,0.236175,3.7788,45.943161,24.96676
569,2014,Romania,25.4,28.3,28.3,RON,14.5,0.236175,3.4245375,45.943161,24.96676
570,2012,Romania,26.8,29.8,29.8,RON,13.5,0.236175,3.1883625,45.943161,24.96676
571,2010,Romania,28.4,31.6,31.6,RON,9.9,0.236175,2.3381325,45.943161,24.96676
572,2008,Romania,30.8,34.4,34.4,RON,6.5,0.236175,1.5351375,45.943161,24.96676
573,2018,Russian Federation,27.7,28.3,28.3,RUB,125.0,0.013731,1.716375,105.3188,61.524
574,2016,Russian Federation,28.3,28.7,28.7,RUB,105.0,0.013731,1.441755,105.3188,61.524
575,2014,Russian Federation,28.9,29.3,29.3,RUB,67.0,0.013731,0.919977,105.3188,61.524
576,2012,Russian Federation,29.4,29.9,29.9,RUB,44.0,0.013731,0.604164,105.3188,61.524
577,2010,Russian Federation,30.1,30.6,30.6,RUB,31.0,0.013731,0.425661,105.3188,61.524
578,2008,Russian Federation,30.9,31.5,31.5,RUB,25.0,0.013731,0.343275,105.3188,61.524
579,2018,Rwanda,12.9,18.5,19.7,RWF,650.0,0.000992,0.6448,-1.940278,29.873888
580,2016,Rwanda,13.5,19.5,20.4,RWF,650.0,0.000992,0.6448,-1.940278,29.873888
581,2014,Rwanda,14.1,20.5,21.3,RWF,650.0,0.000992,0.6448,-1.940278,29.873888
582,2012,Rwanda,14.9,21.3,22.2,RWF,600.0,0.000992,0.5952000000000001,-1.940278,29.873888
583,2010,Rwanda,15.7,22.7,23.1,RWF,500.0,0.000992,0.496,-1.940278,29.873888
584,2008,Rwanda,16.9,24.3,24.6,RWF,500.0,0.000992,0.496,-1.940278,29.873888
585,2018,Samoa,23.1,28.9,28.9,WST,13.4,0.390717,5.2356078,-13.759029,-172.104629
586,2016,Samoa,24.1,29.9,29.9,WST,11.5,0.390717,4.4932455,-13.759029,-172.104629
587,2014,Samoa,25.0,31.0,31.0,WST,9.5,0.390717,3.7118115,-13.759029,-172.104629
588,2012,Samoa,26.0,32.3,32.3,WST,8.6,0.390717,3.3601662,-13.759029,-172.104629
589,2010,Samoa,27.1,33.5,33.5,WST,8.0,0.390717,3.125736,-13.759029,-172.104629
590,2008,Samoa,28.7,35.6,35.6,WST,7.8,0.390717,3.0475926,-13.759029,-172.104629
591,2018,Sao Tome and Principe,4.1,4.5,5.4,STN,25.0,0.046975,1.1743750000000002,6.6131,0.1864
592,2018,Saudi Arabia,18.6,12.7,2.0,SAR,27.5,0.266681,7.3337275,23.885942,45.079162
593,2016,Saudi Arabia,18.4,12.7,2.2,SAR,12.0,0.266681,3.200172,23.885942,45.079162
594,2014,Saudi Arabia,18.2,12.7,2.4,SAR,10.0,0.266681,2.66681,23.885942,45.079162
595,2012,Saudi Arabia,17.9,12.7,2.6,SAR,9.0,0.266681,2.400129,23.885942,45.079162
596,2010,Saudi Arabia,17.8,2.2,2.9,SAR,7.0,0.266681,1.866767,23.885942,45.079162
597,2008,Saudi Arabia,2.1,2.9,3.3,SAR,6.0,0.266681,1.600086,23.885942,45.079162
598,2018,Serbia,36.2,40.6,40.6,RSD,250.0,0.009941,2.48525,44.016521,21.005859
599,2016,Serbia,36.5,41.2,41.2,RSD,220.0,0.009941,2.18702,44.016521,21.005859
600,2014,Serbia,37.0,41.7,41.7,RSD,170.0,0.009941,1.68997,44.016521,21.005859
601,2012,Serbia,37.5,42.2,42.2,RSD,110.0,0.009941,1.09351,44.016521,21.005859
602,2010,Serbia,38.0,42.7,42.7,RSD,75.0,0.009941,0.745575,44.016521,21.005859
603,2008,Serbia,38.8,43.6,43.6,RSD,70.0,0.009941,0.69587,44.016521,21.005859
604,2018,Seychelles,31.0,35.3,35.3,SCR,117.0,0.075113,8.788221,-4.679574,55.491977
605,2016,Seychelles,31.4,35.9,36.0,SCR,105.0,0.075113,7.886865,-4.679574,55.491977
606,2014,Seychelles,31.8,36.5,36.6,SCR,75.0,0.075113,5.633475,-4.679574,55.491977
607,2012,Seychelles,32.5,37.3,37.3,SCR,75.0,0.075113,5.633475,-4.679574,55.491977
608,2010,Seychelles,33.2,37.9,38.1,SCR,74.0,0.075113,5.558362,-4.679574,55.491977
609,2008,Seychelles,34.1,38.8,39.5,SCR,66.0,0.075113,4.957458,-4.679574,55.491977
610,2018,Sierra Leone,29.1,31.0,31.0,SLL,5000.0,9.5e-05,0.475,8.460555,-11.779889
611,2016,Sierra Leone,30.4,32.6,32.6,SLL,3500.0,9.5e-05,0.3325,8.460555,-11.779889
612,2014,Sierra Leone,31.5,22.5,22.5,SLL,3500.0,9.5e-05,0.3325,8.460555,-11.779889
613,2012,Sierra Leone,32.9,24.0,24.0,SLL,2400.0,9.5e-05,0.228,8.460555,-11.779889
614,2010,Sierra Leone,34.2,25.7,25.7,SLL,1600.0,9.5e-05,0.152,8.460555,-11.779889
615,2008,Sierra Leone,36.6,28.6,28.6,SLL,1600.0,9.5e-05,0.152,8.460555,-11.779889
616,2018,Singapore,25.0,27.8,27.8,SGD,14.1,0.73699,10.391559,1.352083,103.819836
617,2016,Singapore,24.8,27.9,27.9,SGD,13.0,0.73699,9.58087,1.352083,103.819836
618,2014,Singapore,24.8,27.8,27.8,SGD,13.0,0.73699,9.58087,1.352083,103.819836
619,2012,Singapore,24.8,27.7,27.7,SGD,11.9,0.73699,8.770181000000001,1.352083,103.819836
620,2010,Singapore,24.7,27.7,27.7,SGD,11.6,0.73699,8.549084,1.352083,103.819836
621,2008,Singapore,24.6,27.5,27.5,SGD,11.6,0.73699,8.549084,1.352083,103.819836
622,2016,Botswana,25.8,33.1,24.3,BWP,33.33,0.088446,2.94790518,-22.328474,24.684866
623,2014,Botswana,25.7,32.8,24.9,BWP,27.33,0.088446,2.41722918,-22.328474,24.684866
624,2012,Botswana,25.4,32.5,25.6,BWP,25.0,0.088446,2.21115,-22.328474,24.684866
625,2010,Botswana,25.3,32.1,26.4,BWP,18.0,0.088446,1.592028,-22.328474,24.684866
626,2008,Botswana,24.9,31.8,27.7,BWP,17.5,0.088446,1.547805,-22.328474,24.684866
627,2016,Burundi,14.9,2.3,19.6,BIF,1600.0,0.000503,0.8048,-3.373056,29.918886
628,2014,Burundi,15.5,18.4,20.5,BIF,1600.0,0.000503,0.8048,-3.373056,29.918886
629,2012,Burundi,16.2,19.1,21.4,BIF,800.0,0.000503,0.4024,-3.373056,29.918886
630,2010,Burundi,17.0,2.7,22.3,BIF,800.0,0.000503,0.4024,-3.373056,29.918886
631,2008,Burundi,18.1,21.3,23.9,BIF,600.0,0.000503,0.3017999999999999,-3.373056,29.918886
632,2016,Cameroon,14.9,14.9,17.5,XAF,500.0,0.001782,0.891,7.369721999999999,12.354722
633,2014,Cameroon,14.9,14.9,17.5,XAF,500.0,0.001782,0.891,7.369721999999999,12.354722
634,2012,Cameroon,14.9,14.9,17.5,XAF,500.0,0.001782,0.891,7.369721999999999,12.354722
635,2010,Cameroon,15.0,15.0,17.5,XAF,500.0,0.001782,0.891,7.369721999999999,12.354722
636,2008,Cameroon,15.2,15.2,2.0,XAF,500.0,0.001782,0.891,7.369721999999999,12.354722
637,2016,Timor-Leste,5.0,39.9,39.9,USD,1.5,1.0,1.5,-8.874217,125.727539
638,2014,Timor-Leste,5.3,41.8,41.8,USD,1.25,1.0,1.25,-8.874217,125.727539
639,2012,Timor-Leste,5.5,43.7,43.7,USD,1.25,1.0,1.25,-8.874217,125.727539
640,2010,Timor-Leste,5.8,45.6,45.6,USD,1.25,1.0,1.25,-8.874217,125.727539
641,2008,Timor-Leste,6.4,48.5,48.5,USD,1.0,1.0,1.0,-8.874217,125.727539
642,2016,United States of America,17.9,20.8,25.7,USD,6.43,1.0,6.43,-95.7129,37.0902
643,2014,United States of America,18.5,21.7,26.4,USD,6.23,1.0,6.23,-95.7129,37.0902
644,2012,United States of America,19.5,22.6,27.2,USD,6.07,1.0,6.07,-95.7129,37.0902
645,2010,United States of America,20.3,23.6,27.9,USD,5.72,1.0,5.72,-95.7129,37.0902
646,2008,United States of America,21.5,25.1,29.1,USD,4.58,1.0,4.58,-95.7129,37.0902
647,2016,Eritrea,4.9,11.7,15.0,ERN,100.0,0.066693,6.6693,15.179384,39.782334
648,2014,Eritrea,10.1,12.3,16.0,ERN,60.0,0.066693,4.001580000000001,15.179384,39.782334
649,2012,Eritrea,10.5,12.9,17.0,ERN,40.0,0.066693,2.66772,15.179384,39.782334
650,2010,Eritrea,11.1,13.5,18.0,ERN,30.0,0.066693,2.0007900000000003,15.179384,39.782334
651,2008,Eritrea,11.9,14.5,10.2,ERN,25.0,0.066693,1.667325,15.179384,39.782334
652,2016,Eswatini,15.1,16.3,19.1,SZL,36.0,0.066486,2.3934960000000003,-26.522503,31.465866
653,2014,Eswatini,15.1,16.3,19.0,SZL,35.0,0.066486,2.32701,-26.522503,31.465866
654,2010,Eswatini,14.9,2.1,18.9,SZL,27.5,0.066486,1.828365,-26.522503,31.465866
655,2008,Eswatini,15.0,2.4,18.8,SZL,27.5,0.066486,1.828365,-26.522503,31.465866
656,2016,Ethiopia,3.0,3.5,4.8,ETB,15.0,0.0216,0.324,9.145,40.489673
657,2014,Ethiopia,3.1,3.6,5.0,ETB,15.0,0.0216,0.324,9.145,40.489673
658,2012,Ethiopia,3.2,3.8,5.2,ETB,8.0,0.0216,0.1728,9.145,40.489673
659,2010,Ethiopia,3.4,4.0,5.5,ETB,7.0,0.0216,0.1512,9.145,40.489673
660,2008,Ethiopia,3.6,4.2,10.5,ETB,4.35,0.0216,0.09396,9.145,40.489673
661,2016,Kenya,17.2,10.8,21.8,KES,130.0,0.009055,1.17715,-0.023559,37.906193
662,2014,Kenya,18.1,11.3,22.9,KES,100.0,0.009055,0.9055,-0.023559,37.906193
663,2012,Kenya,18.9,11.9,24.0,KES,90.0,0.009055,0.8149500000000001,-0.023559,37.906193
664,2010,Kenya,10.2,12.5,25.1,KES,100.0,0.009055,0.9055,-0.023559,37.906193
665,2008,Kenya,11.0,13.6,27.1,KES,80.0,0.009055,0.7244,-0.023559,37.906193
666,2016,Liberia,13.8,14.1,2.0,LRD,60.0,0.00585,0.351,6.428055,-9.429499000000002
667,2014,Liberia,14.1,14.7,2.3,LRD,60.0,0.00585,0.351,6.428055,-9.429499000000002
668,2012,Liberia,14.5,15.4,2.7,LRD,65.0,0.00585,0.38025,6.428055,-9.429499000000002
669,2010,Liberia,15.0,16.0,17.7,LRD,50.0,0.00585,0.2925,6.428055,-9.429499000000002
670,2008,Liberia,15.8,2.1,18.9,LRD,50.0,0.00585,0.2925,6.428055,-9.429499000000002
671,2016,Myanmar,2.7,38.4,46.8,MMK,850.0,0.000535,0.45475,95.956,21.9162
672,2014,Myanmar,3.2,40.1,48.8,MMK,650.0,0.000535,0.34775,95.956,21.9162
673,2012,Myanmar,3.8,42.3,50.5,MMK,650.0,0.000535,0.34775,95.956,21.9162
674,2010,Myanmar,36.6,44.7,52.5,MMK,650.0,0.000535,0.34775,95.956,21.9162
675,2008,Myanmar,39.7,29.9,55.4,MMK,1050.0,0.000535,0.56175,95.956,21.9162
676,2016,Nepal,30.2,34.3,34.3,NPR,180.0,0.008448,1.5206400000000002,28.394857,84.12400799999999
677,2014,Nepal,20.9,23.5,37.0,NPR,132.0,0.008448,1.115136,28.394857,84.12400799999999
678,2012,Nepal,22.5,25.3,40.0,NPR,95.0,0.008448,0.80256,28.394857,84.12400799999999
679,2010,Nepal,24.2,27.3,43.4,NPR,85.0,0.008448,0.71808,28.394857,84.12400799999999
680,2008,Nepal,27.4,30.8,49.0,NPR,65.0,0.008448,0.54912,28.394857,84.12400799999999
681,2016,Nigeria,3.8,4.3,5.0,NGN,220.0,0.002436,0.53592,9.081999,8.675277
682,2014,Nigeria,3.9,4.5,5.2,NGN,220.0,0.002436,0.53592,9.081999,8.675277
683,2012,Nigeria,4.1,4.7,10.1,NGN,200.0,0.002436,0.4871999999999999,9.081999,8.675277
684,2010,Nigeria,4.2,4.9,10.5,NGN,200.0,0.002436,0.4871999999999999,9.081999,8.675277
685,2008,Nigeria,4.5,5.2,11.2,NGN,180.0,0.002436,0.43848,9.081999,8.675277
686,2014,Lesotho,20.5,26.3,49.8,LSL,34.99,0.066232,2.31745768,-29.609988,28.233608
687,2012,Lesotho,19.1,24.5,47.6,LSL,32.0,0.066232,2.119424,-29.609988,28.233608
688,2010,Lesotho,17.9,23.0,45.3,LSL,28.0,0.066232,1.854496,-29.609988,28.233608
689,2008,Lesotho,16.3,20.8,42.5,LSL,22.0,0.066232,1.457104,-29.609988,28.233608
